lat,long,signal_strength
59.3042415,18.0956362,-89
59.3042415,18.0956362,-86
59.3042415,18.0956362,-85
59.3042415,18.0956362,-87
59.3042415,18.0956362,-89
59.3042415,18.0956362,-86
59.3042415,18.0956362,-85
59.3042415,18.0956362,-86
59.3042415,18.0956362,-86
59.3042415,18.0956362,-88
59.3042415,18.0956362,-90
59.3042415,18.0956362,-87
59.3042413,18.0956362,-80
59.3042413,18.0956362,-74
59.3042413,18.0956362,-89
59.3042413,18.0956362,-86
59.3042413,18.0956362,-85
59.3042413,18.0956362,-90
59.3042413,18.0956362,-89
59.3042413,18.0956362,-88
59.3042413,18.0956362,-87
59.3042413,18.0956362,-83
59.3042413,18.0956362,-85
59.3042413,18.0956362,-85
59.3042413,18.0956362,-86
59.3042413,18.0956362,-87
59.3042413,18.0956362,-92
59.3042413,18.0956362,-89
59.3042409,18.0956362,-87
59.3042409,18.0956362,-74
59.3042409,18.0956362,-90
59.3042409,18.0956362,-90
59.3042409,18.0956362,-87
59.3042409,18.0956362,-88
59.3042409,18.0956362,-87
59.3042409,18.0956362,-85
59.3042409,18.0956362,-85
59.3042409,18.0956362,-86
59.3042409,18.0956362,-87
59.3042409,18.0956362,-92
59.3042409,18.0956362,-89
59.3042409,18.0956362,-82
59.3042409,18.0956362,-85
59.3042409,18.0956362,-87
59.3042409,18.0956362,-88
59.3042409,18.0956362,-89
59.3042413,18.0956351,-77
59.3042413,18.0956351,-77
59.3042413,18.0956351,-91
59.3042413,18.0956351,-86
59.3042413,18.0956351,-87
59.3042413,18.0956351,-93
59.3042413,18.0956351,-88
59.3042413,18.0956351,-83
59.3042413,18.0956351,-85
59.3042413,18.0956351,-87
59.3042413,18.0956351,-88
59.3042413,18.0956351,-89
59.3042413,18.0956351,-83
59.3042413,18.0956351,-89
59.3042413,18.0956351,-89
59.304243,18.0956307,-81
59.304243,18.0956307,-72
59.304243,18.0956307,-92
59.304243,18.0956307,-84
59.304243,18.0956307,-93
59.304243,18.0956307,-89
59.304243,18.0956307,-84
59.304243,18.0956307,-84
59.304243,18.0956307,-89
59.304243,18.0956307,-83
59.304243,18.0956307,-88
59.304243,18.0956307,-89
59.304243,18.0956307,-85
59.304243,18.0956307,-85
59.304243,18.0956307,-87
59.304243,18.0956307,-85
59.304243,18.0956307,-92
59.3042336,18.0956284,-84
59.3042336,18.0956284,-72
59.3042336,18.0956284,-87
59.3042336,18.0956284,-84
59.3042336,18.0956284,-89
59.3042336,18.0956284,-84
59.3042336,18.0956284,-84
59.3042336,18.0956284,-86
59.3042336,18.0956284,-90
59.3042336,18.0956284,-85
59.3042336,18.0956284,-85
59.3042336,18.0956284,-87
59.3042336,18.0956284,-85
59.3042336,18.0956284,-92
59.3042336,18.0956284,-89
59.3042336,18.0956284,-89
59.3042336,18.0956284,-86
59.3042336,18.0956284,-89
59.3042336,18.0956284,-90
59.3042336,18.0956284,-91
59.3039265,18.0951198,-88
59.3039265,18.0951198,-72
59.3039265,18.0951198,-87
59.3039265,18.0951198,-91
59.3039265,18.0951198,-86
59.3039265,18.0951198,-90
59.3039265,18.0951198,-89
59.3039265,18.0951198,-89
59.3039265,18.0951198,-86
59.3039265,18.0951198,-89
59.3039265,18.0951198,-90
59.3039265,18.0951198,-91
59.3039265,18.0951198,-91
59.3039265,18.0951198,-87
59.3039265,18.0951198,-88
59.3039265,18.0951198,-88
59.3042199,18.0956236,-87
59.3042199,18.0956236,-72
59.3042199,18.0956236,-91
59.3042199,18.0956236,-88
59.3042199,18.0956236,-86
59.3042199,18.0956236,-91
59.3042199,18.0956236,-87
59.3042199,18.0956236,-88
59.3042199,18.0956236,-88
59.3042199,18.0956236,-84
59.3042199,18.0956236,-85
59.3042199,18.0956236,-86
59.3042199,18.0956236,-87
59.3042199,18.0956236,-87
59.3042199,18.0956236,-87
59.3042199,18.0956236,-88
59.3042199,18.0956236,-88
59.3039055,18.0946774,-83
59.3039055,18.0946774,-89
59.3039055,18.0946774,-88
59.3039055,18.0946774,-90
59.3039055,18.0946774,-84
59.3039055,18.0946774,-85
59.3039055,18.0946774,-86
59.3039055,18.0946774,-87
59.3039055,18.0946774,-87
59.3039055,18.0946774,-87
59.3039055,18.0946774,-88
59.3039055,18.0946774,-88
59.3039055,18.0946774,-84
59.304221,18.0956208,-83
59.304221,18.0956208,-89
59.304221,18.0956208,-91
59.304221,18.0956208,-84
59.304221,18.0956208,-69
59.304221,18.0956208,-81
59.304221,18.0956208,-87
59.304221,18.0956208,-90
59.304221,18.0956208,-90
59.304221,18.0956208,-91
59.304221,18.0956208,-91
59.304221,18.0956208,-90
59.3039889,18.0950904,-88
59.3039889,18.0950904,-91
59.3039889,18.0950904,-80
59.3039889,18.0950904,-81
59.3039889,18.0950904,-87
59.3039889,18.0950904,-90
59.3039889,18.0950904,-90
59.3039889,18.0950904,-91
59.3039889,18.0950904,-91
59.3039889,18.0950904,-90
59.3039889,18.0950904,-85
59.3039889,18.0950904,-90
59.3039889,18.0950904,-90
59.3039889,18.0950904,-86
59.3039889,18.0950904,-91
59.3042206,18.0956173,-88
59.3042206,18.0956173,-91
59.3042206,18.0956173,-79
59.3042206,18.0956173,-85
59.3042206,18.0956173,-90
59.3042206,18.0956173,-90
59.3042206,18.0956173,-86
59.3042206,18.0956173,-91
59.3042206,18.0956173,-87
59.3042206,18.0956173,-88
59.3042206,18.0956173,-89
59.3042206,18.0956173,-89
59.3042228,18.0956109,-88
59.3042228,18.0956109,-91
59.3042228,18.0956109,-79
59.3042228,18.0956109,-87
59.3042228,18.0956109,-88
59.3042228,18.0956109,-89
59.3042228,18.0956109,-89
59.3042228,18.0956109,-86
59.3042228,18.0956109,-88
59.3042226,18.0956113,-84
59.3042226,18.0956113,-86
59.3042226,18.0956113,-88
59.3042226,18.0956113,-81
59.3042226,18.0956113,-85
59.3042226,18.0956113,-87
59.3042226,18.0956113,-87
59.3042226,18.0956113,-88
59.3042226,18.0956113,-83
59.3042226,18.0956113,-89
59.3042222,18.0956103,-85
59.3042222,18.0956103,-84
59.3042222,18.0956103,-85
59.3042222,18.0956103,-87
59.3042222,18.0956103,-87
59.3042222,18.0956103,-88
59.3042222,18.0956103,-83
59.3042222,18.0956103,-89
59.3042222,18.0956103,-71
59.3042222,18.0956103,-88
59.3042222,18.0956103,-84
59.3042222,18.0956103,-85
59.3042222,18.0956103,-85
59.3042222,18.0956103,-90
59.3042222,18.0956103,-92
59.3042222,18.0956103,-88
59.3042222,18.0956103,-89
59.3042222,18.0956104,-88
59.3042222,18.0956104,-84
59.3042222,18.0956104,-70
59.3042222,18.0956104,-88
59.3042222,18.0956104,-84
59.3042222,18.0956104,-85
59.3042222,18.0956104,-85
59.3042222,18.0956104,-90
59.3042222,18.0956104,-92
59.3042222,18.0956104,-88
59.3042222,18.0956104,-89
59.3042222,18.0956104,-83
59.3042222,18.0956104,-84
59.3042222,18.0956104,-84
59.3042222,18.0956104,-89
59.3042222,18.0956104,-89
59.3042222,18.0956104,-90
59.3042218,18.0956107,-88
59.3042218,18.0956107,-70
59.3042218,18.0956107,-90
59.3042218,18.0956107,-83
59.3042218,18.0956107,-84
59.3042218,18.0956107,-84
59.3042218,18.0956107,-89
59.3042218,18.0956107,-87
59.3042218,18.0956107,-90
59.3042218,18.0956107,-89
59.3042218,18.0956107,-85
59.3042218,18.0956107,-85
59.3042218,18.0956107,-85
59.3042218,18.0956107,-90
59.3042218,18.0956107,-87
59.3042218,18.0956107,-88
59.303932,18.0950012,-70
59.303932,18.0950012,-90
59.303932,18.0950012,-89
59.303932,18.0950012,-87
59.303932,18.0950012,-89
59.303932,18.0950012,-89
59.303932,18.0950012,-85
59.303932,18.0950012,-85
59.303932,18.0950012,-90
59.303932,18.0950012,-87
59.303932,18.0950012,-88
59.303932,18.0950012,-86
59.303932,18.0950012,-88
59.303932,18.0950012,-89
59.303932,18.0950012,-91
59.3042325,18.0955658,-71
59.3042325,18.0955658,-88
59.3042325,18.0955658,-93
59.3042325,18.0955658,-90
59.3042055,18.0954472,-88
59.3042055,18.0954472,-88
59.3042055,18.0954472,-89
59.3041967,18.0954143,-88
59.3041967,18.0954143,-89
59.3041967,18.0954143,-88
59.3041967,18.0954143,-90
59.3041967,18.0954143,-92
59.3041967,18.0954143,-92
59.3041967,18.0954143,-93
59.3039431,18.0943113,-88
59.3039431,18.0943113,-83
59.3039431,18.0943113,-92
59.3039431,18.0943113,-92
59.3039431,18.0943113,-93
59.3039431,18.0943113,-89
59.3039431,18.0943113,-89
59.3039431,18.0943113,-89
59.3039431,18.0943113,-90
59.3039431,18.0943113,-90
59.3039431,18.0943113,-93
59.3038159,18.0928022,-83
59.3038159,18.0928022,-89
59.3038159,18.0928022,-89
59.3038159,18.0928022,-89
59.3038159,18.0928022,-90
59.3038159,18.0928022,-90
59.3038159,18.0928022,-93
59.3038159,18.0928022,-84
59.3038159,18.0928022,-82
59.3038159,18.0928022,-89
59.3038159,18.0928022,-93
59.3033302,18.0914866,-84
59.3033302,18.0914866,-82
59.3033302,18.0914866,-89
59.3033302,18.0914866,-93
59.3033302,18.0914866,-86
59.3033302,18.0914866,-89
59.3033302,18.0914866,-89
59.3033302,18.0914866,-89
59.3033302,18.0914866,-92
59.3033302,18.0914866,-92
59.3033302,18.0914866,-89
59.3028622,18.0896422,-86
59.3028622,18.0896422,-89
59.3028622,18.0896422,-89
59.3028622,18.0896422,-89
59.3028622,18.0896422,-92
59.3028622,18.0896422,-92
59.3028622,18.0896422,-89
59.3028622,18.0896422,-89
59.3027463,18.0886886,-89
59.3027463,18.0886886,-89
59.3027568,18.0883466,-89
59.3027883,18.0882452,-89
59.3027883,18.0882452,-89
59.3027883,18.0882452,-89
59.3027883,18.0882452,-89
59.3027883,18.0882452,-93
59.3027883,18.0882452,-90
59.3024947,18.0883685,-80
59.3024947,18.0883685,-76
59.3024947,18.0883685,-91
59.3016225,18.0858844,-80
59.3016225,18.0858844,-76
59.3016225,18.0858844,-91
59.3014792,18.0850196,-80
59.3014792,18.0850196,-76
59.3014792,18.0850196,-91
59.3014792,18.0850196,-80
59.3014792,18.0850196,-76
59.3014792,18.0850196,-91
59.3014792,18.0850196,-80
59.3014792,18.0850196,-76
59.3014792,18.0850196,-91
59.3017217,18.0807381,-80
59.3017217,18.0807381,-76
59.3017217,18.0807381,-91
59.3017217,18.0807381,-87
59.3014322,18.0799746,-87
59.3000023,18.0799852,-82
59.3000023,18.0799852,-86
59.299693,18.0801472,-82
59.299693,18.0801472,-86
59.299693,18.0801472,-82
59.299693,18.0801472,-86
59.299693,18.0801472,-82
59.299693,18.0801472,-86
59.299693,18.0801472,-81
59.299693,18.0801472,-76
59.299693,18.0801472,-72
59.299693,18.0801472,-81
59.299693,18.0801472,-82
59.299693,18.0801472,-91
59.2990009,18.0808658,-81
59.2990009,18.0808658,-80
59.2990009,18.0808658,-74
59.2990009,18.0808658,-81
59.2990009,18.0808658,-82
59.2990009,18.0808658,-59
59.2990009,18.0808658,-60
59.2990009,18.0808658,-72
59.2990009,18.0808658,-74
59.2990009,18.0808658,-74
59.2990009,18.0808658,-79
59.2990009,18.0808658,-88
59.2990009,18.0808658,-89
59.2990009,18.0808658,-90
59.2990009,18.0808658,-88
59.2985177,18.0803429,-80
59.2985177,18.0803429,-74
59.2985177,18.0803429,-59
59.2985177,18.0803429,-60
59.2985177,18.0803429,-72
59.2985177,18.0803429,-74
59.2985177,18.0803429,-74
59.2985177,18.0803429,-79
59.2985177,18.0803429,-88
59.2985177,18.0803429,-89
59.2985177,18.0803429,-90
59.2985177,18.0803429,-88
59.2985177,18.0803429,-83
59.2985177,18.0803429,-77
59.2985177,18.0803429,-74
59.2985177,18.0803429,-93
59.2985177,18.0803429,-88
59.2985177,18.0803429,-81
59.2985177,18.0803429,-80
59.2985177,18.0803429,-81
59.2985177,18.0803429,-86
59.2985177,18.0803429,-73
59.2985177,18.0803429,-77
59.2985177,18.0803429,-79
59.2985177,18.0803429,-79
59.2985177,18.0803429,-87
59.2985177,18.0803429,-88
59.2985177,18.0803429,-88
59.2985177,18.0803429,-91
59.2985177,18.0803429,-91
59.2985177,18.0803429,-77
59.2985177,18.0803429,-85
59.2985177,18.0803429,-83
59.2985177,18.0803429,-77
59.2985177,18.0803429,-74
59.2985177,18.0803429,-93
59.2985177,18.0803429,-88
59.2985177,18.0803429,-81
59.2985177,18.0803429,-76
59.2985177,18.0803429,-88
59.2985177,18.0803429,-74
59.2985177,18.0803429,-85
59.2985177,18.0803429,-89
59.2985177,18.0803429,-87
59.2985177,18.0803429,-76
59.2985177,18.0803429,-90
59.2985177,18.0803429,-87
59.2985177,18.0803429,-79
59.2989385,18.0809594,-87
59.2989385,18.0809594,-76
59.2989385,18.0809594,-90
59.2989385,18.0809594,-87
59.2989385,18.0809594,-79
59.2989385,18.0809594,-87
59.2989385,18.0809594,-76
59.2989385,18.0809594,-90
59.2989385,18.0809594,-87
59.2989385,18.0809594,-79
59.2989619,18.0809151,-87
59.2989619,18.0809151,-76
59.2989619,18.0809151,-90
59.2989619,18.0809151,-87
59.2989619,18.0809151,-79
59.2989619,18.0809151,-87
59.2989619,18.0809151,-76
59.2989619,18.0809151,-90
59.2989619,18.0809151,-87
59.2989619,18.0809151,-79
59.2989619,18.0809151,-87
59.2989619,18.0809151,-76
59.2989619,18.0809151,-90
59.2989619,18.0809151,-87
59.2989619,18.0809151,-79
59.2989619,18.0809151,-87
59.2989619,18.0809151,-76
59.2989619,18.0809151,-90
59.2989619,18.0809151,-87
59.2989619,18.0809151,-79
59.2993777,18.0809575,-82
59.2993777,18.0809575,-91
59.3006257,18.0803633,-82
59.3006257,18.0803633,-91
59.3006257,18.0803633,-89
59.3016647,18.0796525,-89
59.3016647,18.0796525,-93
59.302757,18.0792865,-93
59.3043628,18.0783334,-86
59.3043628,18.0783334,-86
59.3043628,18.0783334,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-86
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3059693,18.0772901,-90
59.3157573,18.0791131,-88
59.3201926,18.0738348,-88
59.3201926,18.0738348,-86
59.3201926,18.0738348,-87
59.3201926,18.0738348,-89
59.3201926,18.0738348,-88
59.3211812,18.0701612,-86
59.3211812,18.0701612,-87
59.3211812,18.0701612,-89
59.3211812,18.0701612,-88
59.3211812,18.0701612,-77
59.3211812,18.0701612,-79
59.3211812,18.0701612,-80
59.3211812,18.0701612,-86
59.3211812,18.0701612,-88
59.3211812,18.0701612,-89
59.3211812,18.0701612,-89
59.3211812,18.0701612,-90
59.3226899,18.0673339,-78
59.3226899,18.0673339,-88
59.3226899,18.0673339,-84
59.3226899,18.0673339,-87
59.3226899,18.0673339,-85
59.3226899,18.0673339,-91
59.3226899,18.0673339,-79
59.3226899,18.0673339,-88
59.3226899,18.0673339,-83
59.3226899,18.0673339,-85
59.3226899,18.0673339,-86
59.3226899,18.0673339,-87
59.3226899,18.0673339,-88
59.3226899,18.0673339,-87
59.3226899,18.0673339,-87
59.3226899,18.0673339,-88
59.3226899,18.0673339,-87
59.3226899,18.0673339,-92
59.3226899,18.0673339,-88
59.3226899,18.0673339,-92
59.3226899,18.0673339,-88
59.3218267,18.0682968,-92
59.3218267,18.0682968,-92
59.3218267,18.0682968,-91
59.3218267,18.0682968,-92
59.3236589,18.0658252,-91
59.3236589,18.0658252,-92
59.3236588,18.0658069,-91
59.3236588,18.0658069,-91
59.3236588,18.0658069,-92
59.3236588,18.0658069,-92
59.3236588,18.0658069,-92
59.3236588,18.0658069,-92
59.3236588,18.0658069,-92
59.3236588,18.0658069,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-92
59.3218261,18.0683011,-76
59.3218261,18.0683011,-82
59.3218261,18.0683011,-87
59.3321387,18.0637146,-66
59.3321387,18.0637146,-64
59.3321387,18.0637146,-87
59.3321387,18.0637146,-88
59.3321387,18.0637146,-66
59.3321387,18.0637146,-84
59.3321387,18.0637146,-88
59.3322107,18.06342,-86
59.3322107,18.06342,-84
59.3322107,18.06342,-74
59.3322107,18.06342,-79
59.3322107,18.06342,-80
59.3322107,18.06342,-82
59.3322107,18.06342,-93
59.3322107,18.06342,-86
59.3322107,18.06342,-74
59.3322107,18.06342,-56
59.3322107,18.06342,-80
59.3322107,18.06342,-82
59.3322107,18.06342,-93
59.3322107,18.06342,-56
59.3322107,18.06342,-57
59.3322107,18.06342,-57
59.3322107,18.06342,-57
59.3322107,18.06342,-63
59.3322107,18.06342,-64
59.3322107,18.06342,-72
59.3322107,18.06342,-77
59.3322107,18.06342,-78
59.3322107,18.06342,-85
59.3322107,18.06342,-87
59.3322107,18.06342,-57
59.3322107,18.06342,-53
59.3322107,18.06342,-57
59.3322107,18.06342,-53
59.3322107,18.06342,-54
59.3322107,18.06342,-54
59.3322107,18.06342,-53
59.3322107,18.06342,-63
59.3322107,18.06342,-64
59.3322107,18.06342,-72
59.3322107,18.06342,-72
59.3322107,18.06342,-72
59.3322107,18.06342,-83
59.3322107,18.06342,-87
59.3322107,18.06342,-54
59.3322107,18.06342,-72
59.3322107,18.06342,-72
59.3322107,18.06342,-73
59.3322107,18.06342,-72
59.3322107,18.06342,-75
59.3322107,18.06342,-92
59.3322107,18.06342,-72
59.3321787,18.0639721,-53
59.3321787,18.0639721,-57
59.3321787,18.0639721,-84
59.3321787,18.0639721,-89
59.3321787,18.0639721,-54
59.3321787,18.0639721,-53
59.3321787,18.0639721,-63
59.3321787,18.0639721,-64
59.3321787,18.0639721,-72
59.3321787,18.0639721,-43
59.3321787,18.0639721,-43
59.3321787,18.0639721,-80
59.3321787,18.0639721,-87
59.3321787,18.0639721,-54
59.3321787,18.0639721,-43
59.3321787,18.0639721,-43
59.3321787,18.0639721,-43
59.3321787,18.0639721,-72
59.3321787,18.0639721,-75
59.3321787,18.0639721,-83
59.3321787,18.0639721,-43
59.3321787,18.0639721,-49
59.3321787,18.0639721,-82
59.3321787,18.0639721,-78
59.3321787,18.0639721,-83
59.3321787,18.0639721,-83
59.3321787,18.0639721,-83
59.3321787,18.0639721,-87
59.3321787,18.0639721,-83
59.3321787,18.0639721,-89
59.3321787,18.0639721,-88
59.3321787,18.0639721,-83
59.3322196,18.0638718,-90
59.3322196,18.0638718,-84
59.3322196,18.0638718,-89
59.3322196,18.0638718,-89
59.3322196,18.0638718,-59
59.3322196,18.0638718,-59
59.3322196,18.0638718,-87
59.3322196,18.0638718,-58
59.3322196,18.0638718,-59
59.3322196,18.0638718,-59
59.3322196,18.0638718,-69
59.3322196,18.0638718,-83
59.3322196,18.0638718,-58
59.3322196,18.0638718,-49
59.3322196,18.0638718,-82
59.3322196,18.0638718,-87
59.3322196,18.0638718,-83
59.3322196,18.0638718,-83
59.3322196,18.0638718,-83
59.3322196,18.0638718,-87
59.3322196,18.0638718,-83
59.3322196,18.0638718,-89
59.3322196,18.0638718,-89
59.3322196,18.0638718,-83
59.3322196,18.0638718,-90
59.3322196,18.0638718,-70
59.3322599,18.0637737,-90
59.3322599,18.0637737,-89
59.3322599,18.0637737,-54
59.3322599,18.0637737,-54
59.3322599,18.0637737,-87
59.3322599,18.0637737,-54
59.3322599,18.0637737,-54
59.3322599,18.0637737,-54
59.3322599,18.0637737,-69
59.3322599,18.0637737,-54
59.3322599,18.0637737,-80
59.3322599,18.0637737,-89
59.3322599,18.0637737,-90
59.3322599,18.0637737,-70
